395.998,0.993
396.018,1.038
396.038,0.984
396.058,0.970
396.078,1.008
396.098,0.994
396.118,0.998
396.138,0.998
396.158,0.969
396.178,0.978
396.198,1.001
396.218,0.974
396.238,0.942
396.258,1.017
396.278,1.023
396.298,1.003
396.318,0.965
396.338,0.991
396.358,0.971
396.378,0.976
396.398,0.959
396.418,0.968
396.438,0.952
396.458,0.963
396.478,1.000
396.498,0.959
396.518,0.940
396.538,0.914
396.558,1.000
396.578,0.970
396.598,0.960
396.618,0.989
396.638,0.910
396.658,0.951
396.678,0.949
396.698,0.944
396.718,0.933
396.738,0.908
396.758,0.904
396.778,0.857
396.798,0.781
396.818,0.798
396.838,0.793
396.858,0.749
396.878,0.738
396.898,0.774
396.918,0.835
396.938,0.891
396.958,0.865
396.978,0.767
396.998,0.862
397.018,0.874
397.038,0.833
397.058,0.862
397.078,0.831
397.098,0.773
397.118,0.790
397.138,0.776
397.158,0.715
397.178,0.677
397.198,0.582
397.218,0.573
397.238,0.542
397.258,0.548
397.278,0.594
397.298,0.595
397.318,0.636
397.338,0.610
397.358,0.630
397.378,0.622
397.398,0.637
397.418,0.647
397.438,0.579
397.458,0.579
397.478,0.698
397.498,0.689
397.518,0.722
397.538,0.712
397.558,0.747
397.578,0.800
397.598,0.790
397.618,0.820
397.638,0.815
397.658,0.827
397.678,0.797
397.698,0.802
397.718,0.822
397.738,0.829
397.758,0.868
397.778,0.890
397.798,0.909
397.818,0.970
397.838,0.919
397.858,0.897
397.878,0.923
397.898,0.879
397.918,0.983
397.938,0.979
397.958,0.962
397.978,0.959
397.998,0.974
398.018,1.025
398.038,1.001
398.058,1.000
398.078,1.008
398.098,0.968
398.118,0.971
398.138,0.979
398.158,0.966
398.178,0.975
398.198,0.922
398.218,0.997
398.238,1.010
398.258,1.000
398.278,0.941
398.298,1.008
398.318,1.022
398.338,1.041
398.358,1.029
398.378,1.031
398.398,1.052
398.418,1.012
398.438,1.031
398.458,1.017
398.478,1.026
398.498,1.048
398.518,0.954
398.538,1.005
398.558,1.012
398.578,1.064
398.598,0.957
398.618,0.961
398.638,0.970
398.658,1.015
398.678,1.005
398.698,1.036
398.718,1.015
398.738,0.982
398.758,1.015
398.778,1.024
398.798,1.023
398.818,1.027
398.838,1.023
398.858,1.008
398.878,1.000
398.898,1.040
398.918,1.000
398.938,1.043
398.958,1.022
398.978,1.052
398.998,0.984
399.018,1.017
399.038,1.069
399.058,1.014
399.078,0.998
399.098,1.026
399.118,0.990
399.138,0.998
399.158,1.083
399.178,0.974
399.198,1.077
399.218,1.045
399.238,1.028
399.258,0.997
399.278,0.995
399.298,1.060
399.318,1.040
399.338,1.053
399.358,1.075
399.378,1.025
399.398,1.052
399.418,1.012
399.438,1.021
399.458,1.033
399.478,0.991
399.498,1.046
399.518,1.069
399.538,1.039
399.558,1.035
399.578,1.033
399.598,1.005
399.618,1.027
399.638,1.055
399.658,1.019
399.678,1.079
399.698,0.998
399.718,1.017
399.738,1.018
399.758,1.000
399.778,1.020
399.798,0.944
399.818,0.991
399.838,0.986
399.858,0.939
399.878,0.977
399.898,0.978
399.918,1.013
399.938,1.029
399.958,1.062
399.978,1.020
399.998,1.069
400.018,1.061
400.038,1.047
400.058,1.044
400.078,0.996
400.098,1.071
400.118,1.005
400.138,0.987
400.158,1.053
400.178,1.020
400.198,0.996
400.218,1.076
400.238,1.000
400.258,1.050
400.278,1.051
400.298,1.059
400.318,1.007
400.338,1.057
400.358,1.024
400.378,1.039
400.398,0.997
400.418,1.038
400.438,1.004
400.458,1.005
400.478,1.020
400.498,1.038
400.518,0.978
400.538,1.054
400.558,1.045
400.578,1.022
400.598,1.025
400.618,1.004
400.638,1.052
400.658,1.038
400.678,1.018
400.698,1.048
400.718,1.060
400.738,1.010
400.758,1.036
400.778,1.031
400.798,1.040
400.818,1.076
400.838,1.018
400.858,1.009
400.878,1.020
400.898,1.010
400.918,1.016
400.938,1.018
400.958,0.987
400.978,1.009
400.998,1.003
401.018,1.042
401.038,1.044
401.058,0.997
401.078,0.992
401.098,1.026
401.118,1.007
401.138,0.989
401.158,0.935
401.178,0.946
401.198,0.900
401.218,0.925
401.238,0.880
401.258,0.868
401.278,0.870
401.298,0.834
401.318,0.866
401.338,0.904
401.358,0.891
401.378,0.910
401.398,0.975
401.418,0.996
401.438,0.985
401.458,0.974
401.478,1.030
401.498,1.017
401.518,1.046
401.538,1.025
401.558,1.050
401.578,1.006
401.598,1.048
401.618,0.961
401.638,0.995
401.658,1.026
401.678,1.026
401.698,1.004
401.718,1.054
401.738,1.040
401.758,1.004
401.778,1.022
401.798,0.989
401.818,1.020
401.838,1.051
401.858,1.016
401.878,0.989
401.898,1.030
401.918,1.012
401.938,1.003
401.958,1.101
401.978,1.012
401.998,1.066
402.018,1.094
402.038,1.052
402.058,1.034
402.078,1.013
402.098,0.992
402.118,1.017
402.138,1.040
402.158,1.033
402.178,1.014
402.198,1.026
402.218,1.050
402.238,1.038
402.258,1.072
402.278,1.080
402.298,1.045
402.318,1.023
402.338,1.040
402.358,1.045
402.378,1.029
402.398,1.054
402.418,1.078
402.438,1.030
402.458,1.076
402.478,1.057
402.498,1.094
402.518,1.049
402.538,1.006
402.558,1.003
402.578,1.025
402.598,1.016
402.618,1.006
402.638,0.957
402.658,1.017
402.678,0.967
402.698,0.991
402.718,0.977
402.738,0.949
402.758,0.941
402.778,0.942
402.798,0.900
402.818,0.924
402.838,0.949
402.858,0.884
402.878,0.862
402.898,0.850
402.918,0.795
402.938,0.746
402.958,0.693
402.978,0.736
402.998,0.702
403.018,0.726
403.038,0.767
403.058,0.820
403.078,0.871
403.098,0.895
403.118,0.958
403.138,0.942
403.158,0.974
403.178,0.972
403.198,1.003
403.218,0.953
403.238,1.027
403.258,0.996
403.278,0.958
403.298,0.989
403.318,1.022
403.338,1.016
403.358,0.988
403.378,1.038
403.398,1.021
403.418,1.043
403.438,1.045
403.458,1.051
403.478,1.049
403.498,1.042
403.518,1.016
403.538,1.012
403.558,1.025
403.578,1.033
403.598,1.024
403.618,1.025
403.638,0.980
403.658,1.012
403.678,1.050
403.698,1.017
403.718,1.018
403.738,0.999
403.758,1.013
403.778,0.991
403.798,1.035
403.818,1.035
403.838,1.071
403.858,1.026
403.878,1.024
403.898,1.017
403.918,1.012
403.938,1.021
403.958,1.014
403.978,1.020
403.998,1.023
404.018,1.041
404.038,1.017
404.058,1.064
404.078,1.031
404.098,1.035
404.118,1.011
404.138,1.059
404.158,1.051
404.178,1.027
404.198,1.017
404.218,1.066
404.238,1.054
404.258,1.015
404.278,1.004
404.298,1.024
404.318,1.042
404.338,1.012
404.358,1.023
404.378,1.029
404.398,1.001
404.418,1.001
404.438,1.037
404.458,1.011
404.478,1.134
404.498,1.011
404.518,1.028
404.538,1.036
404.558,1.038
404.578,1.056
404.598,1.052
404.618,1.081
404.638,1.027
404.658,1.022
404.678,1.036
404.698,1.010
404.718,1.014
404.738,1.034
404.758,1.064
404.778,1.039
404.798,1.019
404.818,1.038
404.838,1.019
404.858,0.997
404.878,1.026
404.898,1.040
404.918,1.076
404.938,1.050
404.958,1.036
404.978,1.026
404.998,1.003
405.018,1.029
405.038,1.024
405.058,1.015
405.078,1.020
405.098,1.004
405.118,1.051
405.138,1.034
405.158,0.975
405.178,1.016
405.198,1.020
405.218,1.056
405.238,1.038
405.258,1.044
405.278,1.044
405.298,1.006
405.318,1.052
405.338,1.043
405.358,1.035
405.378,1.036
405.398,1.000
405.418,1.027
405.438,1.006
405.458,1.029
405.478,1.034
405.498,1.007
405.518,1.041
405.538,1.045
405.558,1.065
405.578,1.013
405.598,1.011
405.618,1.038
405.638,1.042
405.658,1.019
405.678,1.005
405.698,1.014
405.718,1.034
405.738,0.999
405.758,1.009
405.778,1.005
405.798,0.995
405.818,1.028
405.838,1.005
405.858,1.023
405.878,1.055
405.898,1.118
405.918,1.016
405.938,1.023
405.958,1.065
405.978,1.052
405.998,1.031
406.018,1.028
406.038,0.957
406.058,1.017
406.078,1.018
406.098,0.996
406.118,1.024
406.138,1.052
406.158,1.028
406.178,1.020
406.198,1.043
406.218,1.047
406.238,1.026
406.258,1.054
406.278,1.002
406.298,1.006
406.318,1.036
406.338,1.017
406.358,1.023
406.378,1.028
406.398,0.970
406.418,1.011
406.438,1.011
406.458,0.993
406.478,0.999
406.498,0.992
406.518,1.003
406.538,1.025
406.558,1.086
406.578,1.007
406.598,0.999
406.618,0.994
406.638,1.009
406.658,1.015
406.678,1.011
406.698,0.956
406.718,0.989
406.738,0.998
406.758,1.064
406.778,1.025
406.798,1.035
406.818,1.019
406.838,1.019
406.858,1.017
406.878,1.071
406.898,1.002
406.918,1.006
406.938,1.007
406.958,1.022
406.978,1.004
406.998,0.977
407.018,0.996
407.038,1.011
407.058,1.016
407.078,1.029
407.098,1.025
407.118,0.998
407.138,1.005
407.158,1.027
407.178,1.072
407.198,1.022
407.218,1.046
407.238,1.002
407.258,1.010
407.278,0.957
407.298,0.979
407.318,0.946
407.338,0.990
407.358,0.951
407.378,0.927
407.398,0.975
407.418,0.996
407.438,0.978
407.458,0.988
407.478,0.964
407.498,0.974
407.518,0.989
407.538,0.931
407.558,0.948
407.578,0.902
407.598,0.933
407.618,0.935
407.638,0.976
407.658,0.962
407.678,0.952
407.698,1.002
407.718,1.025
407.738,1.008
407.758,0.983
407.778,1.008
407.798,1.003
407.818,0.986
407.838,0.968
407.858,0.995
407.878,0.894
407.898,0.955
407.918,0.926
407.938,0.911
407.958,0.932
407.978,0.947
407.998,0.911
408.018,0.931
408.038,0.982
408.058,0.980
408.078,1.006
408.098,1.010
408.118,1.000
408.138,0.983
408.158,0.998
408.178,0.986
408.198,0.982
408.218,0.971
408.238,0.984
408.258,0.988
408.278,0.982
408.298,0.932
408.318,0.975
408.338,0.973
408.358,1.015
408.378,1.018
408.398,0.964
408.418,0.994
408.438,1.019
408.458,1.003
408.478,0.989
408.498,0.989
408.518,0.985
408.538,1.011
408.558,1.016
408.578,0.998
408.598,0.999
408.618,1.006
408.638,0.996
408.658,0.991
408.678,0.972
408.698,0.967
408.718,1.000
408.738,0.994
408.758,0.978
408.778,1.027
408.798,0.959
408.818,0.999
408.838,0.965
408.858,0.989
408.878,1.038
408.898,0.935
408.918,0.952
408.938,0.971
408.958,0.970
408.978,1.018
408.998,1.001
409.018,1.010
409.038,0.968
409.058,0.991
409.078,0.991
409.098,1.003
409.118,0.989
409.138,0.976
409.158,0.975
409.178,0.983
409.198,1.006
409.218,0.981
409.238,0.938
409.258,0.929
409.278,0.931
409.298,0.975
409.318,0.966
409.338,0.950
409.358,0.939
409.378,1.001
409.398,0.981
409.418,1.002
409.438,1.010
409.458,0.994
409.478,1.005
409.498,1.014
409.518,0.986
409.538,1.036
409.558,0.993
409.578,0.963
409.598,0.947
409.618,0.954
409.638,0.967
409.658,0.954
